Constituency,Surname,Firstname,Gender,Party,Party Abbreviation,Count Number,Required To Reach Quota,Required To Save Deposit,Votes,Result,Candidate Id,Constituency Number,Constituency Ainm,,Year,Full Name
Longford-Westmeath,Moran,Kevin Boxer,M,Non-Party,NON-P.,10,1274,0,6730,Excluded,171,30,An Longfort-An Iarmhï¿½,,2020,Kevin Boxer Moran
Longford-Westmeath,Parker,Dom,M,Solidarity - People Before Profit,S.P.B.P.,10,0,2498,221,Excluded,172,30,An Longfort-An Iarmhï¿½,,2020,Dom Parker
Longford-Westmeath,Reynolds,James,M,The National Party,T.N.P.A.P.N.,10,0,1690,983,Excluded,173,30,An Longfort-An Iarmhï¿½,,2020,James Reynolds
Longford-Westmeath,Smyth,Barbara,F,Solidarity - People Before Profit,S.P.B.P.,10,0,2095,411,Excluded,174,30,An Longfort-An Iarmhï¿½,,2020,Barbara Smyth
Longford-Westmeath,Troy,Robert,M,Fianna Fáil,F.F.,10,484,0,9331,Elected,175,30,An Longfort-An Iarmhï¿½,,2020,Robert Troy
Louth,Bird,Topanga,F,Non-Party,NON-P.,10,0,2407,243,Excluded,161,31,Lï¿½,,2020,Topanga Bird
Louth,Bradley,David,M,Non-Party,NON-P.,10,0,2480,256,Excluded,162,31,Lï¿½,,2020,David Bradley
Louth,Breathnach,Declan,M,Fianna Fáil,F.F.,10,2153,0,5781,Excluded,163,31,Lï¿½,,2020,Declan Breathnach
Louth,Byrne,Albert D,M,Non-Party,NON-P.,10,0,2672,145,Excluded,164,31,Lï¿½,,2020,Albert D Byrne
Louth,Byrne,James,M,Fianna Fáil,F.F.,10,0,0,3911,Excluded,165,31,Lï¿½,,2020,James Byrne
Louth,Dearey,Mark,M,Green Party/ Comhaontas Glas,G.P.,10,0,0,5418,Excluded,166,31,Lï¿½,,2020,Mark Dearey
Louth,Fergus,Audrey,F,Solidarity - People Before Profit,S.P.B.P.,10,0,0,1120,Excluded,167,31,Lï¿½,,2020,Audrey Fergus
Louth,Fitzpatrick,Peter,M,Non-Party,NON-P.,10,999,0,6085,Elected,168,31,Lï¿½,,2020,Peter Fitzpatrick
Louth,McGahon,John,M,Fine Gael,F.G.,10,0,0,4442,Excluded,169,31,Lï¿½,,2020,John McGahon
Louth,Munster,Imelda,F,Sinn Féin,S.F.,10,0,0,17203,Elected,170,31,Lï¿½,,2020,Imelda Munster
Louth,Nash,Ged,M,The Labour Party,LAB.,10,119,0,5824,Elected,171,31,Lï¿½,,2020,Ged Nash
Louth,O'Dowd,Fergus,M,Fine Gael,F.G.,10,496,0,6380,Elected,172,31,Lï¿½,,2020,Fergus O'Dowd
Louth,ï¿½ Murchï¿½,Cathal,M,Irish Freedom Party,I.F.P.,10,0,1807,574,Excluded,173,31,Lï¿½,,2020,Cathal ï¿½ Murchï¿½
Louth,ï¿½ Murchï¿½,Ruairï¿½,M,Sinn Féin,S.F.,10,0,0,12491,Elected,174,31,Lï¿½,,2020,Ruairï¿½ ï¿½ Murchï¿½
Louth,Sweeney,Eamon,M,Renua Ireland,R.I.,10,0,1782,794,Excluded,175,31,Lï¿½,,2020,Eamon Sweeney
Mayo,Calleary,Dara,M,Fianna Fáil,F.F.,7,0,0,9163,Elected,184,32,Maigh Eo,,2020,Dara Calleary
Mayo,Chambers,Lisa,F,Fianna Fáil,F.F.,7,3960,0,6373,,185,32,Maigh Eo,,2020,Lisa Chambers
Mayo,Conway-Walsh,Rose,F,Sinn Féin,S.F.,7,0,0,14633,Elected,186,32,Maigh Eo,,2020,Rose Conway-Walsh
Mayo,Daly,Joe,M,Solidarity - People Before Profit,S.P.B.P.,7,0,2146,721,Excluded,187,32,Maigh Eo,,2020,Joe Daly
Mayo,De Barra,Grï¿½inne Sinï¿½ad,F,Non-Party,NON-P.,7,0,3099,84,Excluded,188,32,Maigh Eo,,2020,Grï¿½inne Sinï¿½ad De Barra
Mayo,Dillon,Alan,M,Fine Gael,F.G.,7,1894,0,5198,Elected,189,32,Maigh Eo,,2020,Alan Dillon
Mayo,Forkin,Sean,M,Non-Party,NON-P.,7,0,3136,59,Excluded,190,32,Maigh Eo,,2020,Sean Forkin
Mayo,Lawless,Paul,M,Aontu,A.,7,0,0,2574,Excluded,191,32,Maigh Eo,,2020,Paul Lawless
Mayo,Loftus,Gerry,M,Non-Party,NON-P.,7,0,2548,574,Excluded,192,32,Maigh Eo,,2020,Gerry Loftus
Mayo,Manning,Stephen,M,Non-Party,NON-P.,7,0,3136,65,Excluded,193,32,Maigh Eo,,2020,Stephen Manning
Mayo,McHugh,Saoirse,F,Green Party/ Comhaontas Glas,G.P.,7,0,0,4177,Excluded,194,32,Maigh Eo,,2020,Saoirse McHugh
Mayo,Mulherin,Michelle,F,Fine Gael,F.G.,7,0,0,5435,Excluded,195,32,Maigh Eo,,2020,Michelle Mulherin
Mayo,ï¿½ Fallamhï¿½in,Daithï¿½,M,Irish Freedom Party,I.F.P.,7,0,2939,246,Excluded,196,32,Maigh Eo,,2020,Daithï¿½ ï¿½ Fallamhï¿½in
Mayo,Ring,Michael,M,Fine Gael,F.G.,7,0,0,14796,Elected,197,32,Maigh Eo,,2020,Michael Ring
Mayo,Uddin,Kamal,M,The Labour Party,LAB.,7,0,2910,255,Excluded,198,32,Maigh Eo,,2020,Kamal Uddin
Meath East,Bonner,Joe,M,Non-Party,NON-P.,7,0,0,2934,Excluded,161,34,An Mhï¿½ Thoir,,2020,Joe Bonner
Meath East,Byrne,Thomas,M,Fianna Fáil,F.F.,7,865,0,6039,Elected,162,34,An Mhï¿½ Thoir,,2020,Thomas Byrne
Meath East,Doherty,Regina,F,Fine Gael,F.G.,7,0,0,4180,Excluded,163,34,An Mhï¿½ Thoir,,2020,Regina Doherty
Meath East,Geraghty-Smith,Deirdre,F,Fianna Fáil,F.F.,7,0,575,1941,Excluded,164,34,An Mhï¿½ Thoir,,2020,Deirdre Geraghty-Smith
Meath East,Hoey,Annie,F,The Labour Party,LAB.,7,0,1748,874,Excluded,165,34,An Mhï¿½ Thoir,,2020,Annie Hoey
Meath East,Keegan,Andrew,M,Solidarity - People Before Profit,S.P.B.P.,7,0,2053,569,Excluded,166,34,An Mhï¿½ Thoir,,2020,Andrew Keegan
Meath East,Keogan,Sharon,M,Non-Party,NON-P.,7,0,0,2475,Excluded,167,34,An Mhï¿½ Thoir,,2020,Sharon Keogan
Meath East,McCabe,Seï¿½n,M,Green Party/ Comhaontas Glas,G.P.,7,3940,0,3251,,168,34,An Mhï¿½ Thoir,,2020,Seï¿½n McCabe
Meath East,McDonagh,Seamus,M,Workers Party,W.P.,7,0,2488,134,Excluded,169,34,An Mhï¿½ Thoir,,2020,Seamus McDonagh
Meath East,McEntee,Helen,F,Fine Gael,F.G.,7,0,0,7691,Elected,170,34,An Mhï¿½ Thoir,,2020,Helen McEntee
Meath East,O'Rourke,Darren,M,Sinn Féin,S.F.,7,0,0,10223,Elected,171,34,An Mhï¿½ Thoir,,2020,Darren O'Rourke
Meath East,Tï¿½ibï¿½n,Emer,F,Aontu,A.,7,0,917,1634,Excluded,172,34,An Mhï¿½ Thoir,,2020,Emer Tï¿½ibï¿½n
Meath West,Cassells,Shane,M,Fianna Fáil,F.F.,6,2153,0,6742,,161,39,An Mhï¿½ Thiar,,2020,Shane Cassells
Meath West,English,Damien,M,Fine Gael,F.G.,6,819,0,5499,Elected,162,39,An Mhï¿½ Thiar,,2020,Damien English
Meath West,French,Noel,M,Fine Gael,F.G.,6,0,0,2952,Excluded,163,39,An Mhï¿½ Thiar,,2020,Noel French
Meath West,Guirke,Johnny,M,Sinn Féin,S.F.,6,0,0,12652,Elected,164,39,An Mhï¿½ Thiar,,2020,Johnny Guirke
Meath West,Malone,John,M,Renua Ireland,R.I.,6,0,2305,209,Excluded,165,39,An Mhï¿½ Thiar,,2020,John Malone
Meath West,McMenamin,Sï¿½amus,M,Green Party/ Comhaontas Glas,G.P.,6,0,215,1935,Excluded,166,39,An Mhï¿½ Thiar,,2020,Sï¿½amus McMenamin
Meath West,Moore,Ronan,M,Social Democrats,S.D.,6,0,0,2376,Excluded,167,39,An Mhï¿½ Thiar,,2020,Ronan Moore
Meath West,Reilly,Sarah,F,Fine Gael,F.G.,6,0,698,1817,Excluded,168,39,An Mhï¿½ Thiar,,2020,Sarah Reilly
Meath West,Tï¿½ibï¿½n,Peadar,M,Aontu,A.,6,0,0,7322,Elected,169,39,An Mhï¿½ Thiar,,2020,Peadar Tï¿½ibï¿½n
Roscommon-Galway,Dolan,Aisling,F,Fine Gael,F.G.,6,0,0,5466,Excluded,161,996,Ros Comï¿½in-Gaillimh,,2020,Aisling Dolan
Roscommon-Galway,Fitzmaurice,Michael,M,Non-Party,NON-P.,6,0,0,13077,Elected,162,996,Ros Comï¿½in-Gaillimh,,2020,Michael Fitzmaurice
Roscommon-Galway,Fallon,Thomas P,M,Non-Party,NON-P.,6,0,2743,88,Excluded,163,996,Ros Comï¿½in-Gaillimh,,2020,Thomas P Fallon
Roscommon-Galway,Hanley,Paul,M,The National Party,T.N.P.A.P.N.,6,0,2521,319,Excluded,164,996,Ros Comï¿½in-Gaillimh,,2020,Paul Hanley
Roscommon-Galway,Hope,James,M,Aontu,A.,6,0,2310,504,Excluded,165,996,Ros Comï¿½in-Gaillimh,,2020,James Hope
Roscommon-Galway,Kerrane,Claire,F,Sinn Féin,S.F.,6,859,0,8003,Elected,166,996,Ros Comï¿½in-Gaillimh,,2020,Claire Kerrane
Roscommon-Galway,Leyden,Orla,F,Fianna Fáil,F.F.,6,0,0,2953,Excluded,167,996,Ros Comï¿½in-Gaillimh,,2020,Orla Leyden
Roscommon-Galway,Murphy,Eugene,M,Fianna Fáil,F.F.,6,2200,0,4945,Excluded,168,996,Ros Comï¿½in-Gaillimh,,2020,Eugene Murphy
Roscommon-Galway,Naughten,Denis,M,Non-Party,NON-P.,6,0,0,8422,Elected,169,996,Ros Comï¿½in-Gaillimh,,2020,Denis Naughten
Roscommon-Galway,O'Donoghue,Julie,F,Green Party/ Comhaontas Glas,G.P.,6,0,1242,1413,Excluded,170,996,Ros Comï¿½in-Gaillimh,,2020,Julie O'Donoghue
Roscommon-Galway,Tynan,Kenny,M,Solidarity - People Before Profit,S.P.B.P.,6,0,2410,422,Excluded,171,996,Ros Comï¿½in-Gaillimh,,2020,Kenny Tynan
Sligo-Leitrim,Bree,Declan,M,Independents 4 Change,I.4.C.,15,0,0,2236,Excluded,161,35,Sligeach-Liatroim,,2020,Declan Bree
Sligo-Leitrim,Conway,James,M,Non-Party,NON-P.,15,0,1268,1354,Excluded,162,35,Sligeach-Liatroim,,2020,James Conway
Sligo-Leitrim,Cosgrove,Nessa,F,The Labour Party,LAB.,15,0,1730,1178,Excluded,163,35,Sligeach-Liatroim,,2020,Nessa Cosgrove
Sligo-Leitrim,Ellis,Shane,M,Fianna Fáil,F.F.,15,0,0,2753,Excluded,164,35,Sligeach-Liatroim,,2020,Shane Ellis
Sligo-Leitrim,Feighan,Frankie,M,Fine Gael,F.G.,15,1447,0,5338,Elected,165,35,Sligeach-Liatroim,,2020,Frankie Feighan
Sligo-Leitrim,Gallagher,Blï¿½ithï¿½n,F,Green Party/ Comhaontas Glas,G.P.,15,0,460,1791,Excluded,166,35,Sligeach-Liatroim,,2020,Blï¿½ithï¿½n Gallagher
Sligo-Leitrim,Harkin,Marian,F,Non-Party,NON-P.,15,0,0,6972,Elected,167,35,Sligeach-Liatroim,,2020,Marian Harkin
Sligo-Leitrim,Kenny,Martin,M,Sinn Féin,S.F.,15,0,0,15035,Elected,168,35,Sligeach-Liatroim,,2020,Martin Kenny
Sligo-Leitrim,MacSharry,Marc,M,Fianna Fáil,F.F.,15,1403,0,7004,Elected,169,35,Sligeach-Liatroim,,2020,Marc MacSharry
Sligo-Leitrim,McCloskey,Anne,F,Aontu,A.,15,0,2611,368,Excluded,170,35,Sligeach-Liatroim,,2020,Anne McCloskey
Sligo-Leitrim,McWeeney,Paul,M,The National Party,T.N.P.A.P.N.,15,0,2482,451,Excluded,171,35,Sligeach-Liatroim,,2020,Paul McWeeney
Sligo-Leitrim,O'Boyle,Gino,M,Solidarity - People Before Profit,S.P.B.P.,15,0,0,1746,Excluded,172,35,Sligeach-Liatroim,,2020,Gino O'Boyle
Sligo-Leitrim,O'Donnell,Mary,F,Non-Party,NON-P.,15,0,2980,46,Excluded,173,35,Sligeach-Liatroim,,2020,Mary O'Donnell
Sligo-Leitrim,O'Dwyer,Oisin,M,Renua Ireland,R.I.,15,0,2949,75,Excluded,174,35,Sligeach-Liatroim,,2020,Oisin O'Dwyer
Sligo-Leitrim,O'Hara,Bernie,F,Non-Party,NON-P.,15,0,2176,650,Excluded,175,35,Sligeach-Liatroim,,2020,Bernie O'Hara
Sligo-Leitrim,Perry,John,M,Non-Party,NON-P.,15,0,1571,1367,Excluded,176,35,Sligeach-Liatroim,,2020,John Perry
Sligo-Leitrim,Scanlon,Eamon,M,Fianna Fáil,F.F.,15,2821,0,6246,,177,35,Sligeach-Liatroim,,2020,Eamon Scanlon
Sligo-Leitrim,Walsh,Thomas,M,Fine Gael,F.G.,15,0,0,4760,Excluded,178,35,Sligeach-Liatroim,,2020,Thomas Walsh
Sligo-Leitrim,Wynne,Sean,M,Non-Party,NON-P.,15,0,1050,1310,Excluded,179,35,Sligeach-Liatroim,,2020,Sean Wynne
Tipperary,AHEARN,GARRET,M,Fine Gael,F.G.,9,2133,0,6206,,184,36,Tiobraid ï¿½rann,,2020,GARRET AHEARN
Tipperary,BROWNE,MARTIN,M,Sinn Féin,S.F.,9,0,0,10004,Elected,185,36,Tiobraid ï¿½rann,,2020,MARTIN BROWNE
Tipperary,CAHILL,Dolores,F,Non-Party,NON-P.,9,0,2882,521,Excluded,186,36,Tiobraid ï¿½rann,,2020,Dolores CAHILL
Tipperary,CAHILL,JACKIE,M,Fianna Fáil,F.F.,9,693,0,7940,Elected,187,36,Tiobraid ï¿½rann,,2020,JACKIE CAHILL
Tipperary,FARRELL,SANDRA,F,Fianna Fáil,F.F.,9,0,1134,2233,Excluded,188,36,Tiobraid ï¿½rann,,2020,SANDRA FARRELL
Tipperary,GOLDSBORO,IMELDA,F,Fianna Fáil,F.F.,9,0,0,4082,Excluded,189,36,Tiobraid ï¿½rann,,2020,IMELDA GOLDSBORO
Tipperary,HANNIIGAN,JOE,M,Non-Party,NON-P.,9,0,0,4715,Excluded,190,36,Tiobraid ï¿½rann,,2020,JOE HANNIIGAN
Tipperary,HEALY,SEAMUS,M,Non-Party,NON-P.,9,0,0,5829,Excluded,191,36,Tiobraid ï¿½rann,,2020,SEAMUS HEALY
Tipperary,KELLY,ALAN,M,The Labour Party,LAB.,9,410,0,7857,Elected,192,36,Tiobraid ï¿½rann,,2020,ALAN KELLY
Tipperary,LOWRY,MICHAEL,M,Non-Party,NON-P.,9,0,0,14802,Elected,193,36,Tiobraid ï¿½rann,,2020,MICHAEL LOWRY
Tipperary,MCGRATH,MATTIE,M,Non-Party,NON-P.,9,0,0,9321,Elected,194,36,Tiobraid ï¿½rann,,2020,MATTIE MCGRATH
Tipperary,"NEWMAN JULIAN,",MARY,F,Fine Gael,F.G.,9,0,0,4926,Excluded,195,36,Tiobraid ï¿½rann,,2020,"MARY NEWMAN JULIAN,"
Tipperary,O'DONNELL,ROB,M,Green Party/ Comhaontas Glas,G.P.,9,0,94,3170,Excluded,196,36,Tiobraid ï¿½rann,,2020,ROB O'DONNELL
Tipperary,SKEHAN,MARESE,F,Non-Party,NON-P.,9,0,3223,182,Excluded,197,36,Tiobraid ï¿½rann,,2020,MARESE SKEHAN
Waterford,BUTLER,MARY,F,Fianna Fáil,F.F.,7,0,0,6644,Elected,161,38,Port  Lairge,,2020,MARY BUTLER
Waterford,CLEARY,DR RONAN,M,Aontu,A.,7,0,1263,1049,Excluded,163,38,Port  Lairge,,2020,DR RONAN CLEARY
Waterford,CULLINANE,DAVID,M,Sinn Féin,S.F.,7,0,0,20569,Elected,164,38,Port  Lairge,,2020,DAVID CULLINANE
Waterford,CUMMINS,JOHN,M,Fine Gael,F.G.,7,2275,0,4592,,165,38,Port  Lairge,,2020,JOHN CUMMINS
Waterford,DUNPHY,UNA,F,Solidarity - People Before Profit,S.P.B.P.,7,0,0,1153,Excluded,166,38,Port  Lairge,,2020,UNA DUNPHY
Waterford,GEOGHEGAN,DAMIEN,M,Fine Gael,F.G.,7,0,0,4289,Excluded,167,38,Port  Lairge,,2020,DAMIEN GEOGHEGAN
Waterford,MULLIGAN,EDDIE,M,Fianna Fáil,F.F.,7,0,0,2654,Excluded,168,38,Port  Lairge,,2020,EDDIE MULLIGAN
Waterford,O CATHASAIGH,MARC,M,Green Party/ Comhaontas Glas,G.P.,7,1014,0,3996,Elected,169,38,Port  Lairge,,2020,MARC O CATHASAIGH
Waterford,PHILLIPS,BERNADETTE,F,Non-Party,NON-P.,7,0,1844,324,Excluded,170,38,Port  Lairge,,2020,BERNADETTE PHILLIPS
Waterford,PRATT,JOHN,M,The Labour Party,LAB.,7,0,0,3498,Excluded,171,38,Port  Lairge,,2020,JOHN PRATT
Waterford,SHANAHAN,MATT,M,Non-Party,NON-P.,7,44,0,4990,Elected,172,38,Port  Lairge,,2020,MATT SHANAHAN
Wexford,BROWNE,JAMES,M,Fianna Fáil,F.F.,11,853,0,8058,Elected,196,40,Loch Garman,,2020,JAMES BROWNE
Wexford,Byrne,Malcolm,M,Fianna Fáil,F.F.,11,2976,0,6145,Excluded,197,40,Loch Garman,,2020,Malcolm Byrne
Wexford,Carthy,Ger,M,Non-Party,NON-P.,11,0,0,3024,Excluded,199,40,Loch Garman,,2020,Ger Carthy
Wexford,Codd,Jim,M,Non-Party,NON-P.,11,0,1114,1518,Excluded,200,40,Loch Garman,,2020,Jim Codd
Wexford,D'Arcy,Michael,M,Fine Gael,F.G.,11,0,0,6472,Excluded,201,40,Loch Garman,,2020,Michael D'Arcy
Wexford,Howlin,Brendan,M,The Labour Party,LAB.,11,0,0,9223,Elected,202,40,Loch Garman,,2020,Brendan Howlin
Wexford,Kehoe,Paul,M,Fine Gael,F.G.,11,976,0,6337,Elected,203,40,Loch Garman,,2020,Paul Kehoe
Wexford,McDonald,Lisa,F,Fianna Fáil,F.F.,11,0,1718,1351,Excluded,204,40,Loch Garman,,2020,Lisa McDonald
Wexford,Murphy,Bart James,M,Non-Party,NON-P.,11,0,3026,68,Excluded,205,40,Loch Garman,,2020,Bart James Murphy
Wexford,Murphy,Verona,F,Non-Party,NON-P.,11,664,0,5825,Elected,206,40,Loch Garman,,2020,Verona Murphy
Wexford,Mythen,Johnny,M,Sinn Féin,S.F.,11,0,0,18717,Elected,207,40,Loch Garman,,2020,Johnny Mythen
Wexford,O'Shea,Seanie,M,Independents 4 Change,I.4.C.,11,0,1539,825,Excluded,208,40,Loch Garman,,2020,Seanie O'Shea
Wexford,Roseingrave,Paula,F,Green Party/ Comhaontas Glas,G.P.,11,0,446,2028,Excluded,209,40,Loch Garman,,2020,Paula Roseingrave
Wexford,Sheehan,Michael,M,Fianna Fáil,F.F.,11,0,0,4366,Excluded,210,40,Loch Garman,,2020,Michael Sheehan
Wexford,Wadding,Deirdre,F,Solidarity - People Before Profit,S.P.B.P.,11,0,0,1116,Excluded,211,40,Loch Garman,,2020,Deirdre Wadding
Wicklow,BEHAN,JOE,M,Non-Party,NON-P.,15,0,0,2988,Excluded,183,41,Cill Mhantï¿½in,,2020,JOE BEHAN
Wicklow,BRADY,JOHN,M,Sinn Féin,S.F.,15,0,0,17297,Elected,185,41,Cill Mhantï¿½in,,2020,JOHN BRADY
Wicklow,BRIGGS,SHARON,F,Solidarity - People Before Profit,S.P.B.P.,15,0,524,1037,Excluded,186,41,Cill Mhantï¿½in,,2020,SHARON BRIGGS
Wicklow,CASEY,PAT,M,Fianna Fáil,F.F.,15,0,0,4473,Excluded,187,41,Cill Mhantï¿½in,,2020,PAT CASEY
Wicklow,CONNOR,SEAMUS,M,Aontu,A.,15,0,1621,1051,Excluded,188,41,Cill Mhantï¿½in,,2020,SEAMUS CONNOR
Wicklow,COX,VALERIE,F,Non-Party,NON-P.,15,0,248,1805,Excluded,189,41,Cill Mhantï¿½in,,2020,VALERIE COX
Wicklow,DONNELLY,STEPHEN,M,Fianna Fáil,F.F.,15,869,0,5467,Elected,190,41,Cill Mhantï¿½in,,2020,STEPHEN DONNELLY
Wicklow,DOYLE,ANDREW,M,Fine Gael,F.G.,15,3027,0,4940,Excluded,191,41,Cill Mhantï¿½in,,2020,ANDREW DOYLE
Wicklow,DUNNE,TOM,M,Non-Party,NON-P.,15,0,2343,478,Excluded,192,41,Cill Mhantï¿½in,,2020,TOM DUNNE
Wicklow,FITZGERALD,ANTHONY,M,Non-Party,NON-P.,15,0,2879,79,Excluded,193,41,Cill Mhantï¿½in,,2020,ANTHONY FITZGERALD
Wicklow,GUNNING,EILEEN,F,The National Party,T.N.P.A.P.N.,15,0,2515,399,Excluded,194,41,Cill Mhantï¿½in,,2020,EILEEN GUNNING
Wicklow,HARRIS,SIMON,M,Fine Gael,F.G.,15,49,0,8765,Elected,195,41,Cill Mhantï¿½in,,2020,SIMON HARRIS
Wicklow,KEDDY,CHARLIE,M,Non-Party,NON-P.,15,0,2662,219,Excluded,196,41,Cill Mhantï¿½in,,2020,CHARLIE KEDDY
Wicklow,KING,WILLIAM,M,Non-Party,NON-P.,15,0,2946,20,Excluded,197,41,Cill Mhantï¿½in,,2020,WILLIAM KING
Wicklow,LARKIN,JOHN JOSEPH,M,Non-Party,NON-P.,15,0,2753,173,Excluded,198,41,Cill Mhantï¿½in,,2020,JOHN JOSEPH LARKIN
Wicklow,MATTHEWS,STEVEN,M,Green Party/ Comhaontas Glas,G.P.,15,2265,0,5634,Elected,199,41,Cill Mhantï¿½in,,2020,STEVEN MATTHEWS
Wicklow,O BRIEN,PAUL,M,The Labour Party,LAB.,15,0,997,1727,Excluded,200,41,Cill Mhantï¿½in,,2020,PAUL O BRIEN
Wicklow,SNELL,JOHN,M,Non-Party,NON-P.,15,0,0,3050,Excluded,201,41,Cill Mhantï¿½in,,2020,JOHN SNELL
Wicklow,TIMMINS,BILLY,M,Fine Gael,F.G.,15,0,0,4679,Excluded,202,41,Cill Mhantï¿½in,,2020,BILLY TIMMINS
Wicklow,WHITMORE,JENNIEFER,F,Social Democrats,S.D.,15,0,0,7039,Elected,203,41,Cill Mhantï¿½in,,2020,JENNIEFER WHITMORE
